BHK,Rent,Size,City,Furnishing Status,Tenant Preferred,Bathroom,Floor Group
2,10000,0,Kolkata,Unfurnished,Bachelors,2,Lower Floor
1,5200,300,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,13000,1000,Kolkata,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,7000,500,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,12000,756,Kolkata,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,15000,0,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
1,5000,150,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
1,8000,800,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
2,8000,0,Kolkata,Unfurnished,Bachelors,2,Upper Floor
1,5000,0,Kolkata,Unfurnished,Bachelors,1,Upper Floor
2,10000,0,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
2,12000,288,Kolkata,Unfurnished,Bachelors,1,Upper Floor
2,8000,0,Kolkata,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,21000,850,Kolkata,Unfurnished,Bachelors,2,Upper Floor
1,5000,350,Kolkata,Unfurnished,Bachelors,1,Upper Floor
2,9000,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,8000,1600,Kolkata,Semi-Furnished,Bachelors,1,Ground Floor/Basement
2,7000,986,Kolkata,Unfurnished,Bachelors,1,Upper Floor
3,35000,1330,Kolkata,Unfurnished,Bachelors,2,Lower Floor
3,15000,0,Kolkata,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,6200,800,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
2,9900,800,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,7000,0,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
1,5000,322,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,6500,800,Kolkata,Furnished,Bachelors/Family,1,Ground Floor/Basement
4,40000,1500,Kolkata,Unfurnished,Bachelors,2,Ground Floor/Basement
3,40000,0,Kolkata,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,957,Kolkata,Furnished,Bachelors,2,Lower Floor
1,6500,850,Kolkata,Unfurnished,Bachelors,1,Lower Floor
2,10000,900,Kolkata,Unfurnished,Bachelors,2,Ground Floor/Basement
2,15000,0,Kolkata,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,5000,350,Kolkata,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,7000,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,6000,320,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
3,15000,800,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,10000,700,Kolkata,Semi-Furnished,Bachelors,2,Upper Floor
2,22000,0,Kolkata,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,8500,750,Kolkata,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,35000,0,Kolkata,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
2,7000,450,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,8500,0,Kolkata,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,6000,0,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
4,35000,0,Kolkata,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
1,6000,0,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,8000,0,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
1,5000,450,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,6000,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,15000,1200,Kolkata,Unfurnished,Family,2,Lower Floor
2,9000,700,Kolkata,Unfurnished,Bachelors,1,Upper Floor
1,5000,300,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
3,8000,0,Kolkata,Unfurnished,Bachelors/Family,3,Lower Floor
3,35000,1300,Kolkata,Unfurnished,Bachelors,2,Ground Floor/Basement
1,5500,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,35000,1320,Kolkata,Unfurnished,Bachelors,2,Ground Floor/Basement
2,11000,0,Kolkata,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,700,Kolkata,Unfurnished,Bachelors,1,Lower Floor
2,6500,800,Kolkata,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,6000,0,Kolkata,Furnished,Bachelors/Family,1,Ground Floor/Basement
3,36125,0,Kolkata,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,6800,600,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
2,8500,850,Kolkata,Unfurnished,Family,2,Lower Floor
2,5000,550,Kolkata,Unfurnished,Bachelors,1,Lower Floor
1,6500,650,Kolkata,Furnished,Bachelors/Family,1,Ground Floor/Basement
1,6500,800,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,4500,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,6000,200,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,10000,400,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,12000,0,Kolkata,Furnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,550,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
2,12000,0,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,9000,0,Kolkata,Furnished,Bachelors/Family,2,Upper Floor
1,5000,400,Kolkata,Semi-Furnished,Bachelors,1,Ground Floor/Basement
1,6000,300,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,5500,450,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
2,5500,450,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,8500,1100,Kolkata,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,5000,0,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
2,23000,1100,Kolkata,Unfurnished,Bachelors,2,Ground Floor/Basement
2,5500,650,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
2,8500,780,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
3,22000,0,Kolkata,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,5500,0,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
1,7000,0,Kolkata,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,5000,400,Kolkata,Unfurnished,Bachelors,1,Upper Floor
1,5000,450,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
2,6500,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,8000,600,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
1,5500,0,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,6000,500,Kolkata,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,5500,450,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
2,10000,0,Kolkata,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,10000,1000,Kolkata,Unfurnished,Bachelors,2,Lower Floor
2,10000,0,Kolkata,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,12000,0,Kolkata,Semi-Furnished,Family,2,Upper Floor
1,5200,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,4000,0,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
3,30000,1100,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
2,5146,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,7000,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,8500,0,Kolkata,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,7000,0,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,9500,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,8000,0,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
3,15000,0,Kolkata,Unfurnished,Bachelors/Family,3,Lower Floor
2,12500,0,Kolkata,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,34000,0,Kolkata,Furnished,Bachelors/Family,2,Lower Floor
3,14000,950,Kolkata,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,9500,600,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,7000,0,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
3,20000,0,Kolkata,Unfurnished,Bachelors/Family,2,Upper Floor
1,6500,400,Kolkata,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,7500,600,Kolkata,Furnished,Bachelors/Family,1,Ground Floor/Basement
2,6500,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,9500,0,Kolkata,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,1800,0,Kolkata,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,7500,650,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,10000,0,Kolkata,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,15000,0,Kolkata,Unfurnished,Bachelors/Family,2,Upper Floor
2,7000,0,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
2,6000,0,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
2,14000,0,Kolkata,Semi-Furnished,Family,2,Ground Floor/Basement
2,22000,0,Kolkata,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,18000,750,Kolkata,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,800,Kolkata,Unfurnished,Bachelors,2,Ground Floor/Basement
2,6000,0,Kolkata,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,750,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
3,10000,0,Kolkata,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,5000,0,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
3,10000,800,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
2,7000,0,Kolkata,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
4,10000,0,Kolkata,Furnished,Bachelors/Family,2,Lower Floor
2,6000,0,Kolkata,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,18000,900,Kolkata,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,8000,460,Kolkata,Unfurnished,Bachelors,1,Ground Floor/Basement
2,8000,0,Kolkata,Semi-Furnished,Family,1,Upper Floor
2,13000,650,Kolkata,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,20000,700,Kolkata,Semi-Furnished,Bachelors,2,Ground Floor/Basement
2,6000,0,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
2,12000,0,Kolkata,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,10000,400,Kolkata,Semi-Furnished,Bachelors,1,Ground Floor/Basement
2,14000,700,Kolkata,Unfurnished,Bachelors,2,Ground Floor/Basement
2,10000,850,Kolkata,Semi-Furnished,Bachelors,2,Lower Floor
2,10500,558,Kolkata,Unfurnished,Bachelors/Family,2,Upper Floor
2,6000,0,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
2,12000,900,Kolkata,Unfurnished,Bachelors/Family,2,Lower Floor
3,14000,0,Kolkata,Furnished,Bachelors/Family,2,Lower Floor
1,3700,150,Kolkata,Unfurnished,Bachelors,1,Lower Floor
3,40000,1600,Kolkata,Unfurnished,Bachelors,2,Ground Floor/Basement
3,25000,0,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
1,2200,0,Kolkata,Unfurnished,Bachelors/Family,1,Lower Floor
1,3300,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,5000,0,Kolkata,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
3,60000,1700,Kolkata,Semi-Furnished,Bachelors,3,Lower Floor
2,6000,425,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
3,7000,0,Kolkata,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,5000,400,Kolkata,Unfurnished,Bachelors/Family,1,Upper Floor
2,11000,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,10000,0,Kolkata,Furnished,Bachelors/Family,2,Upper Floor
3,22000,1150,Kolkata,Unfurnished,Bachelors/Family,2,Lower Floor
3,65000,2210,Kolkata,Unfurnished,Bachelors/Family,3,Ground Floor/Basement
2,7500,0,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,45000,0,Kolkata,Furnished,Bachelors/Family,2,Ground Floor/Basement
1,5000,250,Kolkata,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,0,Kolkata,Unfurnished,Bachelors,2,Ground Floor/Basement
3,18000,850,Kolkata,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,25000,1050,Kolkata,Unfurnished,Bachelors/Family,2,Upper Floor
1,25000,0,Mumbai,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,70000,750,Mumbai,Furnished,Bachelors/Family,2,Lower Floor
1,45000,450,Mumbai,Furnished,Bachelors/Family,1,Upper Floor
3,75000,1100,Mumbai,Unfurnished,Family,3,Lower Floor
1,14000,0,Mumbai,Furnished,Bachelors/Family,1,Upper Floor
1,60000,0,Mumbai,Unfurnished,Bachelors,1,Upper Floor
1,22000,0,Mumbai,Unfurnished,Bachelors/Family,1,Lower Floor
4,130000,1650,Mumbai,Semi-Furnished,Bachelors/Family,4,Upper Floor
1,33000,480,Mumbai,Semi-Furnished,Bachelors,2,Lower Floor
1,32000,500,Mumbai,Furnished,Bachelors,2,Lower Floor
1,30000,490,Mumbai,Semi-Furnished,Bachelors,2,Lower Floor
1,49000,0,Mumbai,Furnished,Bachelors/Family,1,Upper Floor
2,28000,518,Mumbai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,33500,700,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,85000,777,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,35000,650,Mumbai,Unfurnished,Family,2,Upper Floor
1,21000,425,Mumbai,Unfurnished,Bachelors/Family,2,Upper Floor
2,150000,890,Mumbai,Unfurnished,Bachelors,2,Lower Floor
1,22000,0,Mumbai,Unfurnished,Bachelors/Family,1,Upper Floor
2,100000,850,Mumbai,Semi-Furnished,Bachelors,2,Upper Floor
2,60000,888,Mumbai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,8000,650,Mumbai,Semi-Furnished,Family,2,Ground Floor/Basement
1,20000,275,Mumbai,Unfurnished,Bachelors,1,Upper Floor
2,20000,700,Mumbai,Semi-Furnished,Family,2,Lower Floor
1,25000,0,Mumbai,Unfurnished,Bachelors/Family,1,Lower Floor
1,14000,0,Mumbai,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,19411,0,Mumbai,Furnished,Bachelors/Family,2,Upper Floor
1,23000,450,Mumbai,Furnished,Bachelors/Family,1,Lower Floor
2,32000,0,Mumbai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,68000,610,Mumbai,Furnished,Bachelors/Family,2,Lower Floor
1,30000,488,Mumbai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,110000,1200,Mumbai,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,44000,722,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,20000,450,Mumbai,Unfurnished,Bachelors/Family,1,Upper Floor
1,25000,0,Mumbai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,40000,680,Mumbai,Furnished,Bachelors,2,Lower Floor
2,43000,1150,Mumbai,Unfurnished,Bachelors/Family,2,Lower Floor
2,44000,830,Mumbai,Furnished,Bachelors,2,Upper Floor
1,75000,550,Mumbai,Furnished,Bachelors/Family,1,Upper Floor
1,32000,470,Mumbai,Semi-Furnished,Family,2,Upper Floor
1,16000,410,Mumbai,Semi-Furnished,Family,2,Lower Floor
2,65000,710,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,45000,750,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,57000,800,Mumbai,Unfurnished,Bachelors/Family,2,Upper Floor
1,27000,435,Mumbai,Unfurnished,Bachelors/Family,2,Lower Floor
1,57000,500,Mumbai,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,55000,800,Mumbai,Furnished,Bachelors/Family,2,Lower Floor
1,40000,540,Mumbai,Semi-Furnished,Family,2,Lower Floor
2,95000,1050,Mumbai,Unfurnished,Bachelors/Family,2,Upper Floor
2,85000,700,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,80000,600,Mumbai,Furnished,Bachelors/Family,1,Lower Floor
1,13000,0,Mumbai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,28000,550,Mumbai,Unfurnished,Bachelors,2,Upper Floor
3,89000,932,Mumbai,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,28000,450,Mumbai,Unfurnished,Bachelors/Family,2,Upper Floor
2,13000,600,Mumbai,Unfurnished,Bachelors/Family,2,Lower Floor
1,24000,424,Mumbai,Unfurnished,Bachelors/Family,2,Upper Floor
2,38000,560,Mumbai,Furnished,Bachelors,2,Ground Floor/Basement
1,32000,450,Mumbai,Unfurnished,Bachelors,2,Upper Floor
1,40000,600,Mumbai,Furnished,Family,2,Lower Floor
3,150000,1400,Mumbai,Furnished,Bachelors,3,Upper Floor
2,45000,630,Mumbai,Unfurnished,Bachelors,2,Lower Floor
1,30000,0,Mumbai,Furnished,Family,1,Lower Floor
3,75000,1150,Mumbai,Unfurnished,Bachelors/Family,3,Upper Floor
2,47000,751,Mumbai,Semi-Furnished,Family,2,Lower Floor
2,14000,570,Mumbai,Furnished,Family,2,Upper Floor
2,55000,696,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
4,120000,1600,Mumbai,Unfurnished,Family,4,Lower Floor
3,70000,1150,Mumbai,Unfurnished,Bachelors/Family,3,Lower Floor
3,150000,1500,Mumbai,Semi-Furnished,Bachelors/Family,4,Upper Floor
3,62000,950,Mumbai,Furnished,Bachelors/Family,3,Upper Floor
2,42000,750,Mumbai,Unfurnished,Bachelors,2,Upper Floor
2,130000,715,Mumbai,Furnished,Bachelors/Family,2,Lower Floor
3,20000,737,Mumbai,Semi-Furnished,Bachelors,3,Upper Floor
2,41000,750,Mumbai,Unfurnished,Bachelors,2,Lower Floor
2,65000,760,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,50000,750,Mumbai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,85000,650,Mumbai,Semi-Furnished,Bachelors,2,Lower Floor
2,50000,0,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,30000,570,Mumbai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,120000,900,Mumbai,Semi-Furnished,Family,2,Lower Floor
2,60000,760,Mumbai,Unfurnished,Family,2,Lower Floor
3,110000,1500,Mumbai,Unfurnished,Bachelors/Family,4,Lower Floor
3,84500,1150,Mumbai,Unfurnished,Family,3,Upper Floor
3,80000,1100,Mumbai,Semi-Furnished,Family,3,Lower Floor
3,50000,1000,Mumbai,Furnished,Bachelors/Family,3,Upper Floor
2,40000,720,Mumbai,Unfurnished,Bachelors,2,Upper Floor
1,34000,365,Mumbai,Furnished,Family,1,Lower Floor
1,25000,400,Mumbai,Unfurnished,Bachelors/Family,1,Lower Floor
3,150000,1330,Mumbai,Semi-Furnished,Bachelors/Family,4,Lower Floor
3,85000,850,Mumbai,Semi-Furnished,Family,3,Upper Floor
2,40000,700,Mumbai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,50000,900,Mumbai,Semi-Furnished,Bachelors,2,Lower Floor
2,38000,650,Mumbai,Furnished,Family,2,Upper Floor
2,50000,680,Mumbai,Unfurnished,Bachelors/Family,2,Lower Floor
3,65000,950,Mumbai,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
3,150000,1330,Mumbai,Unfurnished,Bachelors/Family,3,Ground Floor/Basement
1,32000,0,Mumbai,Unfurnished,Bachelors/Family,2,Lower Floor
1,26000,450,Mumbai,Unfurnished,Bachelors/Family,1,Lower Floor
2,60000,710,Mumbai,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,100000,1080,Mumbai,Unfurnished,Bachelors/Family,3,Upper Floor
2,35000,700,Mumbai,Unfurnished,Family,2,Upper Floor
3,68000,890,Mumbai,Unfurnished,Bachelors/Family,2,Upper Floor
3,150000,1250,Mumbai,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,18000,0,Mumbai,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,55000,720,Mumbai,Unfurnished,Bachelors/Family,2,Upper Floor
3,65000,825,Mumbai,Furnished,Family,3,Upper Floor
2,80000,500,Mumbai,Furnished,Bachelors/Family,2,Lower Floor
2,53000,750,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,80000,750,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,18000,360,Mumbai,Furnished,Bachelors/Family,1,Lower Floor
1,17500,400,Mumbai,Unfurnished,Bachelors/Family,1,Upper Floor
3,43000,750,Mumbai,Unfurnished,Family,2,Lower Floor
1,13500,432,Mumbai,Unfurnished,Family,2,Upper Floor
2,18000,780,Mumbai,Unfurnished,Family,2,Upper Floor
2,75000,695,Mumbai,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,18000,375,Mumbai,Unfurnished,Bachelors/Family,1,Lower Floor
1,32000,475,Mumbai,Semi-Furnished,Family,2,Upper Floor
2,55000,790,Mumbai,Unfurnished,Bachelors/Family,2,Upper Floor
2,47000,661,Mumbai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,35000,700,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,15000,420,Mumbai,Semi-Furnished,Family,1,Upper Floor
2,50000,750,Mumbai,Unfurnished,Bachelors/Family,2,Upper Floor
2,25500,0,Mumbai,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
3,55000,1350,Mumbai,Furnished,Bachelors/Family,3,Lower Floor
1,25000,0,Mumbai,Semi-Furnished,Family,1,Upper Floor
2,50000,750,Mumbai,Unfurnished,Bachelors/Family,2,Lower Floor
2,65000,925,Mumbai,Furnished,Bachelors/Family,3,Lower Floor
3,50000,1150,Mumbai,Semi-Furnished,Family,3,Upper Floor
3,65000,1105,Mumbai,Unfurnished,Bachelors/Family,3,Upper Floor
1,25000,410,Mumbai,Semi-Furnished,Bachelors,1,Lower Floor
1,32000,460,Mumbai,Unfurnished,Bachelors/Family,2,Upper Floor
1,21000,0,Mumbai,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,20000,0,Mumbai,Furnished,Bachelors/Family,2,Upper Floor
2,55000,720,Mumbai,Furnished,Bachelors/Family,2,Lower Floor
1,32000,500,Mumbai,Semi-Furnished,Bachelors,2,Upper Floor
4,150000,1460,Mumbai,Semi-Furnished,Bachelors/Family,4,Upper Floor
1,30000,415,Mumbai,Unfurnished,Bachelors,2,Upper Floor
3,150000,1400,Mumbai,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,27000,270,Mumbai,Unfurnished,Bachelors/Family,1,Lower Floor
2,47000,585,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
4,150000,1755,Mumbai,Unfurnished,Family,4,Lower Floor
1,27000,550,Mumbai,Furnished,Family,2,Upper Floor
2,100000,0,Mumbai,Furnished,Bachelors/Family,2,Upper Floor
2,45002,600,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,48000,700,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,18000,385,Mumbai,Unfurnished,Bachelors/Family,1,Upper Floor
1,7500,500,Mumbai,Semi-Furnished,Bachelors,1,Upper Floor
2,50000,850,Mumbai,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,55000,900,Mumbai,Semi-Furnished,Family,2,Ground Floor/Basement
1,26000,400,Mumbai,Unfurnished,Bachelors/Family,1,Upper Floor
2,17000,600,Mumbai,Unfurnished,Bachelors,2,Lower Floor
2,40000,750,Mumbai,Semi-Furnished,Family,2,Upper Floor
2,43000,628,Mumbai,Unfurnished,Bachelors/Family,2,Lower Floor
3,140000,1330,Mumbai,Unfurnished,Bachelors,4,Lower Floor
3,140000,1064,Mumbai,Unfurnished,Bachelors/Family,3,Lower Floor
3,120000,1200,Mumbai,Furnished,Family,3,Upper Floor
2,21000,630,Mumbai,Semi-Furnished,Family,2,Upper Floor
2,40000,650,Mumbai,Unfurnished,Bachelors/Family,2,Lower Floor
2,40000,0,Mumbai,Furnished,Bachelors/Family,2,Upper Floor
2,20000,0,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,60000,807,Mumbai,Unfurnished,Bachelors,2,Lower Floor
2,35000,0,Mumbai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,6500,0,Mumbai,Unfurnished,Bachelors/Family,2,Lower Floor
1,15000,380,Mumbai,Unfurnished,Bachelors/Family,1,Upper Floor
2,38000,650,Mumbai,Unfurnished,Family,2,Lower Floor
2,35000,800,Mumbai,Semi-Furnished,Family,2,Lower Floor
2,32000,0,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,16000,410,Mumbai,Unfurnished,Bachelors,1,Ground Floor/Basement
1,33000,428,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,8500,0,Mumbai,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,60000,630,Mumbai,Unfurnished,Bachelors,2,Lower Floor
1,20000,0,Mumbai,Unfurnished,Bachelors,2,Upper Floor
1,38000,450,Mumbai,Unfurnished,Bachelors/Family,2,Lower Floor
2,100000,750,Mumbai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,65000,800,Mumbai,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,80000,1050,Mumbai,Furnished,Family,3,Upper Floor
2,85000,850,Mumbai,Furnished,Bachelors,2,Lower Floor
3,150000,2000,Mumbai,Furnished,Bachelors/Family,3,Upper Floor
3,130000,1330,Mumbai,Semi-Furnished,Bachelors/Family,4,Lower Floor
3,55000,950,Mumbai,Unfurnished,Bachelors/Family,3,Lower Floor
1,23000,435,Mumbai,Semi-Furnished,Bachelors,2,Lower Floor
3,95000,1300,Mumbai,Semi-Furnished,Bachelors,4,Lower Floor
2,40000,0,Mumbai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,25000,380,Mumbai,Semi-Furnished,Bachelors/Family,1,Upper Floor
